Số Báo Danh, Họ và Tên, Toán, Ngữ Văn, Vật Lý, Hóa Học, Sinh Học, Lịch Sử, Địa Lý, GDCD, KHTN, KHXH, Ngoại Ngữ, Ghi Chú, Tỉnh
BD1201676,,6.8,5.0,3.75,5.0,5.25,,,,,,5.0,N1,BinhDinh
BD1201677,,5.8,4.25,4.75,4.75,4.75,,,,,,2.8,N1,BinhDinh
BD1201678,,4.0,6.25,,,,3.5,4.5,8.0,,,3.4,N1,BinhDinh
BD1201679,,7.8,5.25,6.75,6.5,7.0,,,,,,4.2,N1,BinhDinh
BD1201680,,7.0,5.0,,,,5.5,7.0,8.25,,,4.0,N1,BinhDinh
BD1201681,,4.2,4.25,,,,3.0,5.25,6.25,,,4.2,N1,BinhDinh
BD1201682,,4.8,5.25,,,,2.25,3.75,6.75,,,4.8,N1,BinhDinh
BD1201683,,6.6,3.5,,,,4.5,6.75,7.5,,,3.2,N1,BinhDinh
BD1201684,,6.2,5.75,,,,5.0,6.0,6.75,,,5.0,N1,BinhDinh
BD1201685,,7.6,5.5,5.5,5.25,4.5,3.0,5.75,8.0,,,4.8,N1,BinhDinh
BD1201686,,7.0,6.0,,,,5.0,7.0,7.5,,,9.0,N1,BinhDinh
BD1201687,,3.2,4.0,3.75,2.5,3.75,4.0,7.25,6.0,,,2.6,N1,BinhDinh
BD1201688,,4.4,5.25,,,,3.0,5.75,7.0,,,4.2,N1,BinhDinh
BD1201689,,8.6,5.5,7.5,4.0,4.5,,,,,,9.6,N1,BinhDinh
BD1201690,,5.2,3.5,,,,4.25,7.0,5.75,,,3.8,N1,BinhDinh
BD1201691,,6.4,5.0,3.75,4.25,3.5,4.5,6.0,6.75,,,4.6,N1,BinhDinh
BD1201692,,6.0,6.75,,,,3.25,4.5,7.25,,,4.8,N1,BinhDinh
BD1201693,,5.2,6.0,,,,4.5,6.25,7.0,,,3.0,N1,BinhDinh
BD1201694,,5.2,5.5,3.5,4.0,2.5,4.25,5.75,8.5,,,2.4,N1,BinhDinh
BD1201696,,5.4,5.25,,,,4.25,6.5,8.5,,,2.0,N1,BinhDinh
BD1201697,,6.8,5.0,3.5,4.0,6.0,,,,,,4.8,N1,BinhDinh
BD1201698,,7.0,4.5,,,,5.0,7.5,7.75,,,3.4,N1,BinhDinh
BD1201699,,8.0,4.0,5.0,6.5,8.75,,,,,,7.4,N1,BinhDinh
BD1201700,,5.8,6.25,,,,5.5,6.0,8.0,,,4.6,N1,BinhDinh
BD1201701,,2.4,3.75,,,,2.5,3.75,4.0,,,2.8,N1,BinhDinh
BD1201702,,4.0,5.75,3.5,2.5,1.75,7.0,5.5,8.25,,,3.0,N1,BinhDinh
BD1201703,,5.8,6.0,,,,4.0,6.25,8.25,,,3.0,N1,BinhDinh
BD1201704,,5.4,6.0,3.25,3.25,3.75,5.0,7.25,8.75,,,2.4,N1,BinhDinh
BD1201705,,5.4,7.0,,,,,,,,,4.4,N1,BinhDinh
BD1201706,,6.2,6.75,,,,4.25,6.0,7.75,,,4.8,N1,BinhDinh
BD1201707,,6.8,5.25,,,,3.5,7.0,7.25,,,3.8,N1,BinhDinh
BD1201708,,4.4,4.0,,,,2.0,6.25,7.0,,,2.4,N1,BinhDinh
BD1201709,,3.2,5.25,,,,5.25,5.75,5.0,,,4.6,N1,BinhDinh
BD1201710,,5.0,3.5,,,,3.75,4.25,7.25,,,5.2,N1,BinhDinh
BD1201711,,3.0,4.5,,,,3.0,4.25,7.5,,,3.0,N1,BinhDinh
BD1201712,,7.4,4.75,7.0,6.75,4.75,,,,,,3.8,N1,BinhDinh
BD1201713,,6.2,4.5,4.5,6.75,2.75,3.5,6.25,6.75,,,2.6,N1,BinhDinh
BD1201714,,6.6,5.25,5.5,3.0,4.0,,,,,,4.4,N1,BinhDinh
BD1201715,,3.8,5.25,,,,1.5,5.5,7.25,,,3.2,N1,BinhDinh
BD1201716,,6.4,7.0,,,,3.75,7.25,7.75,,,6.8,N1,BinhDinh
BD1201717,,5.6,3.75,6.75,5.25,5.0,,,,,,6.0,N1,BinhDinh
BD1201718,,7.4,6.75,5.5,5.0,6.25,,,,,,7.6,N1,BinhDinh
BD1201719,,4.4,6.5,,,,5.0,4.75,7.0,,,3.2,N1,BinhDinh
BD1201720,,5.0,7.0,,,,4.0,4.75,8.5,,,4.2,N1,BinhDinh
BD1201721,,7.4,6.5,,,,4.5,7.5,9.0,,,5.4,N1,BinhDinh
BD1201722,,3.4,6.0,3.0,2.5,2.75,5.5,6.25,7.0,,,3.6,N1,BinhDinh
BD1201723,,4.4,5.0,,,,3.0,6.25,6.5,,,4.2,N1,BinhDinh
BD1201724,,4.4,5.0,,,,3.75,4.5,6.75,,,3.2,N1,BinhDinh
BD1201725,,5.8,5.0,4.5,5.25,4.0,4.25,6.75,7.75,,,4.2,N1,BinhDinh
BD1201726,,4.0,5.25,4.75,4.0,3.75,,,,,,3.0,N1,BinhDinh
BD1201727,,7.6,6.0,7.5,6.5,4.75,,,,,,7.0,N1,BinhDinh
BD1201728,,6.4,7.75,,,,8.25,8.0,9.0,,,5.6,N1,BinhDinh
BD1201729,,5.6,5.0,4.0,4.5,3.5,,,,,,4.2,N1,BinhDinh
BD1201730,,8.2,6.0,4.25,3.75,4.75,,,,,,6.0,N1,BinhDinh
BD1201731,,7.4,5.5,6.0,8.0,8.75,,,,,,6.8,N1,BinhDinh
BD1201732,,9.4,5.25,5.75,8.0,8.0,,,,,,7.8,N1,BinhDinh
BD1201733,,4.8,5.5,,,,5.5,5.0,8.5,,,1.4,N1,BinhDinh
BD1201734,,8.2,6.5,6.25,6.75,4.75,,,,,,4.2,N1,BinhDinh
BD1201735,,3.2,5.0,,,,3.75,5.0,9.0,,,4.8,N1,BinhDinh
BD1201736,,4.8,6.25,,,,3.75,6.5,6.75,,,2.6,N1,BinhDinh
BD1201737,,4.2,6.75,,,,1.75,4.25,7.75,,,3.6,N1,BinhDinh
BD1201738,,3.8,5.0,,,,5.0,6.5,7.0,,,2.4,N1,BinhDinh
BD1201739,,7.2,4.5,6.0,6.25,6.25,,,,,,3.6,N1,BinhDinh
BD1201740,,7.6,5.75,2.5,7.25,5.75,,,,,,6.6,N1,BinhDinh
BD1201741,,9.4,6.25,8.25,5.25,6.25,,,,,,7.8,N1,BinhDinh
BD1201742,,1.8,3.5,,,,3.25,4.5,6.0,,,3.2,N1,BinhDinh
BD1201743,,7.0,6.25,,,,9.25,8.5,8.75,,,6.8,N1,BinhDinh
BD1201744,,7.2,7.75,,,,6.75,7.5,9.5,,,5.2,N1,BinhDinh
BD1201745,,7.6,5.75,7.25,7.0,3.5,,,,,,4.8,N1,BinhDinh
BD1201746,,7.6,7.0,6.0,5.25,4.75,,,,,,7.8,N1,BinhDinh
BD1201747,,4.0,4.0,,,,3.75,5.0,7.25,,,4.6,N1,BinhDinh
BD1201748,,5.0,3.75,2.0,3.25,3.25,2.5,5.0,7.25,,,2.4,N1,BinhDinh
BD1201749,,8.2,6.0,6.75,5.5,5.5,,,,,,7.0,N1,BinhDinh
BD1201750,,6.2,5.0,,,,5.5,6.5,8.75,,,3.4,N1,BinhDinh
BD1201751,,5.8,5.75,,,,2.5,4.25,6.25,,,4.6,N1,BinhDinh
BD1201752,,5.2,5.0,,,,5.5,6.25,9.0,,,3.0,N1,BinhDinh
BD1201753,,6.0,4.5,4.25,3.75,5.25,4.25,6.0,8.75,,,4.6,N1,BinhDinh
BD1201754,,3.6,5.5,,,,2.0,3.25,4.5,,,2.6,N1,BinhDinh
BD1201755,,6.8,5.75,6.0,5.5,4.75,,,,,,3.6,N1,BinhDinh
BD1201756,,7.2,5.25,,,,5.25,6.5,7.5,,,8.8,N1,BinhDinh
BD1201757,,6.8,6.25,5.75,7.25,6.0,,,,,,4.6,N1,BinhDinh
BD1201758,,4.8,6.0,,,,3.5,5.5,8.5,,,5.2,N1,BinhDinh
BD1201759,,6.0,5.5,,,,3.0,4.75,5.5,,,4.2,N1,BinhDinh
BD1201760,,7.8,6.75,5.0,3.5,3.5,,,,,,3.6,N1,BinhDinh
BD1201761,,4.4,4.5,,,,1.75,2.25,3.5,,,2.8,N1,BinhDinh
BD1201762,,4.6,7.0,,,,4.0,6.0,7.75,,,3.0,N1,BinhDinh
BD1201763,,3.6,5.25,,,,2.25,5.0,5.0,,,3.4,N1,BinhDinh
BD1201764,,7.2,5.75,5.5,6.75,4.0,,,,,,5.4,N1,BinhDinh
BD1201765,,6.8,6.25,4.25,6.0,4.25,,,,,,4.4,N1,BinhDinh
BD1201766,,3.0,4.0,3.75,2.0,4.0,,,,,,3.2,N1,BinhDinh
BD1201767,,4.0,5.5,,,,3.75,6.25,7.75,,,2.4,N1,BinhDinh
BD1201768,,7.6,3.5,6.0,6.0,5.75,,,,,,3.8,N1,BinhDinh
BD1201769,,6.0,4.75,,,,3.25,5.25,8.5,,,2.2,N1,BinhDinh
BD1201770,,5.8,5.5,,,,4.25,6.25,8.0,,,5.8,N1,BinhDinh
BD1201771,,7.6,5.25,5.5,6.75,4.75,,,,,,4.8,N1,BinhDinh
BD1201772,,2.8,3.0,3.25,2.25,3.0,1.75,5.75,5.75,,,2.6,N1,BinhDinh
BD1201773,,4.4,3.0,,,,3.5,2.75,5.25,,,2.8,N1,BinhDinh
BD1201774,,7.2,4.5,7.0,5.5,4.25,,,,,,3.4,N1,BinhDinh
BD1201775,,8.4,7.0,5.0,7.25,2.5,,,,,,3.2,N1,BinhDinh
BD1201776,,4.0,5.75,,,,4.25,6.75,8.25,,,2.8,N1,BinhDinh
BD1201777,,7.4,6.5,,,,7.75,,,,,,,BinhDinh
BD1201778,,3.4,3.5,,,,2.75,5.5,5.5,,,2.2,N1,BinhDinh
BD1201779,,7.8,6.0,4.25,7.25,7.75,,,,,,6.8,N1,BinhDinh
BD1201780,,4.8,6.5,,,,5.0,6.5,8.5,,,4.2,N1,BinhDinh
BD1201781,,5.8,5.5,,,,4.75,6.75,7.75,,,3.6,N1,BinhDinh
BD1201782,,5.2,4.75,3.25,1.75,1.25,4.25,7.0,9.0,,,3.2,N1,BinhDinh
BD1201783,,5.2,5.5,,,,4.0,6.75,6.5,,,5.4,N1,BinhDinh
BD1201784,,6.2,5.0,4.75,5.25,5.25,,,,,,4.6,N1,BinhDinh
BD1201785,,2.4,2.5,,,,2.75,3.0,5.5,,,2.0,N1,BinhDinh
BD1201786,,8.4,4.75,7.75,7.75,5.75,,,,,,3.4,N1,BinhDinh
BD1201787,,7.2,6.0,6.25,6.25,5.5,,,,,,4.8,N1,BinhDinh
BD1201788,,6.4,6.5,5.25,4.25,4.25,,,,,,7.6,N1,BinhDinh
BD1201789,,6.4,5.0,,,,5.75,7.25,7.75,,,6.0,N1,BinhDinh
BD1201790,,6.0,5.75,6.75,2.75,3.5,,,,,,4.8,N1,BinhDinh
BD1201791,,7.2,7.75,,,,5.5,6.5,8.25,,,6.6,N1,BinhDinh
BD1201792,,8.8,5.75,7.25,7.5,10.0,,,,,,5.4,N1,BinhDinh
BD1201793,,6.4,4.75,5.5,6.25,3.5,,,,,,3.2,N1,BinhDinh
BD1201794,,8.2,5.75,,,,6.75,6.0,6.5,,,7.6,N1,BinhDinh
BD1201795,,5.8,5.25,,,,5.25,7.25,7.75,,,5.6,N1,BinhDinh
BD1201796,,4.6,4.5,,,,3.25,5.5,6.0,,,2.2,N1,BinhDinh
BD1201797,,6.2,6.5,7.5,6.5,5.0,,,,,,5.2,N1,BinhDinh
BD1201798,,6.8,6.25,7.75,7.25,4.75,,,,,,4.8,N1,BinhDinh
BD1201799,,7.0,5.5,6.75,3.75,4.5,,,,,,7.6,N1,BinhDinh
BD1201800,,5.6,6.75,,,,6.5,7.0,9.5,,,7.8,N1,BinhDinh
BD1201801,,4.2,5.0,2.75,4.25,3.25,3.5,4.0,4.0,,,3.0,N1,BinhDinh
BD1201802,,6.4,5.25,2.75,3.25,2.75,2.0,5.5,7.25,,,2.6,N1,BinhDinh
BD1201803,,6.6,5.25,6.75,3.25,3.5,2.5,4.25,6.5,,,5.0,N1,BinhDinh
BD1201804,,4.2,5.0,,,,3.25,7.5,8.0,,,4.8,N1,BinhDinh
BD1201805,,2.8,6.25,,,,3.25,6.25,8.25,,,4.4,N1,BinhDinh
BD1201806,,3.4,5.75,,,,3.5,5.5,7.75,,,2.8,N1,BinhDinh
BD1201807,,2.0,4.5,0.5,2.25,2.5,1.75,2.75,3.0,,,2.0,N1,BinhDinh
BD1201808,,4.2,5.75,,,,3.0,5.0,5.25,,,3.4,N1,BinhDinh
BD1201809,,8.4,6.25,7.75,6.5,5.5,,,,,,7.8,N1,BinhDinh
BD1201810,,2.4,3.25,,,,3.5,4.75,5.25,,,2.6,N1,BinhDinh
BD1201811,,6.8,7.5,,,,4.5,6.75,7.75,,,5.6,N1,BinhDinh
BD1201812,,4.2,4.25,,,,2.75,,,,,,,BinhDinh
BD1201813,,5.2,5.5,,,,3.5,5.75,7.75,,,4.4,N1,BinhDinh
BD1201814,,6.6,4.5,5.5,5.75,5.25,,,,,,3.8,N1,BinhDinh
BD1201815,,7.6,6.25,,,,4.5,6.5,7.25,,,4.8,N1,BinhDinh
BD1201816,,2.2,2.0,,,,2.75,4.5,6.0,,,2.2,N1,BinhDinh
BD1201817,,8.0,4.5,7.75,7.75,3.5,,,,,,4.0,N1,BinhDinh
BD1201818,,3.6,2.75,,,,2.5,5.0,3.5,,,3.0,N1,BinhDinh
BD1201819,,3.2,2.75,,,,3.0,4.75,,,,,,BinhDinh
BD1201820,,8.2,5.0,6.0,7.75,6.25,,,,,,4.8,N1,BinhDinh
BD1201821,,5.4,6.0,,,,5.25,5.0,7.75,,,4.0,N1,BinhDinh
BD1201822,,5.2,3.75,2.5,2.25,4.25,3.5,6.25,7.75,,,2.6,N1,BinhDinh
BD1201823,,8.0,5.5,7.0,6.0,4.75,,,,,,5.4,N1,BinhDinh
BD1201824,,7.6,4.25,6.5,5.25,3.75,,,,,,5.8,N1,BinhDinh
BD1201825,,8.0,5.75,5.25,5.5,4.75,,,,,,3.8,N1,BinhDinh
BD1201826,,8.2,5.75,7.5,6.5,4.0,,,,,,6.4,N1,BinhDinh
BD1201827,,4.0,5.5,,,,3.75,6.25,9.0,,,4.2,N1,BinhDinh
BD1201828,,5.4,3.5,,,,,,,,,7.2,N1,BinhDinh
BD1201829,,5.2,5.5,,,,3.5,7.0,,,,,,BinhDinh
BD1201830,,7.2,4.5,5.25,6.5,3.75,,,,,,3.2,N1,BinhDinh
BD1201831,,4.4,6.75,,,,4.25,7.0,7.75,,,4.4,N1,BinhDinh
BD1201832,,3.4,4.0,,,,3.25,6.0,6.25,,,2.8,N1,BinhDinh
BD1201833,,5.8,6.0,,,,5.0,5.0,7.75,,,5.2,N1,BinhDinh
BD1201834,,6.8,6.0,5.0,4.25,4.75,,,,,,5.8,N1,BinhDinh
BD1201835,,6.2,5.25,3.75,4.25,4.0,3.5,6.25,6.5,,,4.0,N1,BinhDinh
BD1201836,,7.4,7.0,7.75,7.0,6.25,,,,,,5.0,N1,BinhDinh
BD1201837,,5.8,5.5,,,,7.5,5.75,6.75,,,3.6,N1,BinhDinh
BD1201838,,4.8,6.0,,,,5.25,7.75,9.0,,,4.8,N1,BinhDinh
BD1201839,,5.6,6.0,,,,4.75,6.0,8.25,,,6.0,N1,BinhDinh
BD1201840,,7.2,6.5,,,,5.75,7.0,8.75,,,5.2,N1,BinhDinh
BD1201841,,6.0,4.25,,,,3.5,6.0,7.0,,,2.6,N1,BinhDinh
BD1201842,,6.6,5.75,5.75,6.75,4.75,,,,,,3.6,N1,BinhDinh
BD1201843,,5.4,5.75,4.25,4.5,3.75,4.75,6.5,9.5,,,1.6,N1,BinhDinh
BD1201844,,4.0,4.0,,,,2.75,4.0,,,,,,BinhDinh
BD1201845,,6.4,5.5,3.25,4.25,5.0,4.25,5.0,5.25,,,3.6,N1,BinhDinh
BD1201846,,5.2,4.0,3.5,4.5,3.75,4.25,5.5,6.5,,,2.8,N1,BinhDinh
BD1201847,,5.2,3.25,,,,3.5,4.75,5.75,,,4.8,N1,BinhDinh
BD1201848,,5.8,7.25,5.25,3.75,4.5,,,,,,3.4,N1,BinhDinh
BD1201849,,8.6,6.25,8.0,6.75,5.5,,,,,,7.2,N1,BinhDinh
BD1201850,,7.0,4.75,7.0,5.0,4.75,,,,,,3.0,N1,BinhDinh
BD1201851,,8.0,6.0,7.5,4.5,6.5,,,,,,6.8,N1,BinhDinh
BD1201852,,8.2,6.5,7.75,6.0,4.5,,,,,,7.6,N1,BinhDinh
BD1201853,,2.8,4.75,,,,4.25,6.5,8.0,,,2.8,N1,BinhDinh
BD1201854,,7.4,6.5,6.75,2.75,4.25,4.75,5.75,8.0,,,4.8,N1,BinhDinh
BD1201855,,3.8,5.25,3.5,2.75,4.0,2.25,5.25,3.0,,,2.8,N1,BinhDinh
BD1201856,,9.0,5.5,6.5,7.0,6.5,,,,,,4.2,N1,BinhDinh
BD1201857,,6.6,5.75,4.25,3.5,5.0,,,,,,3.8,N1,BinhDinh
BD1201858,,5.6,6.5,,,,3.5,5.25,7.25,,,2.6,N1,BinhDinh
BD1201859,,4.0,6.25,2.25,4.5,2.75,3.25,5.75,6.25,,,3.4,N1,BinhDinh
BD1201860,,6.8,5.0,5.25,6.5,4.75,,,,,,4.6,N1,BinhDinh
BD1201861,,5.6,6.75,,,,5.5,5.5,8.75,,,3.0,N1,BinhDinh
BD1201862,,8.6,6.0,8.75,4.5,5.0,,,,,,9.0,N1,BinhDinh
BD1201863,,6.4,5.75,3.25,2.75,3.75,4.25,5.5,7.25,,,4.8,N1,BinhDinh
BD1201864,,7.6,7.5,7.25,6.5,5.5,,,,,,7.2,N1,BinhDinh
BD1201865,,7.6,6.0,,,,5.0,6.5,8.0,,,5.0,N1,BinhDinh
BD1201866,,6.8,5.75,,,,3.75,6.5,6.0,,,3.0,N1,BinhDinh
BD1201867,,6.0,2.25,3.0,4.5,3.0,,,,,,2.0,N1,BinhDinh
BD1201868,,5.2,5.75,4.0,4.0,4.25,3.75,6.75,7.5,,,2.6,N1,BinhDinh
BD1201869,,7.4,3.0,6.75,6.0,3.25,,,,,,5.6,N1,BinhDinh
BD1201870,,2.6,4.5,,,,4.0,6.25,6.25,,,2.6,N1,BinhDinh
BD1201871,,7.4,4.5,,,,5.25,7.0,8.25,,,6.6,N1,BinhDinh
BD1201872,,6.4,6.25,4.5,6.25,5.75,,,,,,4.0,N1,BinhDinh
BD1201873,,3.8,4.5,3.0,4.25,3.75,3.25,5.5,7.25,,,2.2,N1,BinhDinh
BD1201874,,2.8,2.25,,,,3.75,4.75,6.0,,,3.2,N1,BinhDinh
BD1201875,,6.2,7.0,,,,4.5,5.5,8.75,,,4.4,N1,BinhDinh
BD1201876,,8.2,6.0,7.25,8.0,5.25,,,,,,5.6,N1,BinhDinh
BD1201877,,7.0,3.75,6.0,2.0,4.0,,,,,,7.2,N1,BinhDinh
BD1201878,,6.4,6.75,,,,8.25,,,,,,,BinhDinh
BD1201879,,7.0,5.5,7.0,7.0,5.5,,,,,,3.8,N1,BinhDinh
BD1201880,,5.4,5.75,3.25,3.25,4.5,6.25,7.0,9.25,,,3.0,N1,BinhDinh
BD1201881,,5.4,6.25,,,,3.25,5.25,7.0,,,5.2,N1,BinhDinh
BD1201882,,6.0,4.25,,,,4.25,6.25,7.0,,,3.2,N1,BinhDinh
BD1201883,,7.0,5.5,6.0,4.0,2.0,,,,,,4.2,N1,BinhDinh
BD1201884,,7.2,5.5,4.25,4.0,3.25,,,,,,6.2,N1,BinhDinh
BD1201885,,8.0,5.0,8.0,7.0,4.0,,,,,,4.4,N1,BinhDinh
BD1201886,,7.4,6.5,4.75,5.5,4.75,,,,,,4.0,N1,BinhDinh
BD1201887,,5.8,5.0,,,,3.5,7.75,8.75,,,1.8,N1,BinhDinh
BD1201888,,6.4,5.75,,,,6.5,7.5,9.0,,,2.6,N1,BinhDinh
BD1201889,,8.2,6.5,8.0,5.5,5.5,3.75,6.5,7.0,,,7.2,N1,BinhDinh
BD1201890,,3.8,5.25,,,,3.75,6.75,8.5,,,3.4,N1,BinhDinh
BD1201891,,7.6,5.25,4.0,7.75,5.25,,,,,,3.4,N1,BinhDinh
BD1201892,,5.4,5.0,,,,5.0,7.25,9.25,,,3.0,N1,BinhDinh
BD1201893,,6.6,4.25,,,,4.5,6.0,6.5,,,3.6,N1,BinhDinh
BD1201894,,4.8,5.5,,,,5.5,6.25,8.25,,,4.2,N1,BinhDinh
BD1201895,,7.4,5.5,4.0,6.0,4.0,,,,,,7.0,N1,BinhDinh
BD1201896,,7.8,5.5,8.25,6.5,6.0,,,,,,6.0,N1,BinhDinh
BD1201897,,7.0,7.25,6.0,4.25,5.5,,,,,,4.6,N1,BinhDinh
BD1201898,,7.0,6.0,7.0,4.25,5.5,,,,,,6.2,N1,BinhDinh
BD1201899,,5.4,7.0,3.0,4.0,4.25,5.5,6.25,8.5,,,4.0,N1,BinhDinh
BD1201900,,7.4,6.5,5.25,7.75,5.75,,,,,,9.0,N1,BinhDinh
BD1201901,,2.2,4.75,,,,1.75,3.75,6.75,,,3.6,N1,BinhDinh
BD1201902,,6.6,5.0,6.25,5.5,3.5,,,,,,4.0,N1,BinhDinh
BD1201903,,7.8,7.25,7.5,6.0,5.75,,,,,,5.0,N1,BinhDinh
BD1201904,,4.0,4.25,,,,2.75,7.0,7.0,,,2.4,N1,BinhDinh
BD1201905,,6.2,5.5,6.0,3.5,3.5,3.5,6.25,6.75,,,3.4,N1,BinhDinh
BD1201906,,7.6,3.5,6.25,3.75,4.5,,,,,,5.4,N1,BinhDinh
BD1201907,,5.4,5.75,5.5,5.5,5.5,,,,,,2.4,N1,BinhDinh
BD1201908,,6.4,6.25,,,,5.0,6.75,8.0,,,5.8,N1,BinhDinh
BD1201909,,6.8,5.5,5.75,7.25,4.25,,,,,,1.4,N1,BinhDinh
BD1201910,,7.6,4.75,4.75,7.0,3.0,,,,,,3.0,N1,BinhDinh
BD1201911,,5.0,4.0,3.5,6.75,3.25,4.5,6.25,6.0,,,2.2,N1,BinhDinh
BD1201912,,6.0,4.25,3.5,3.5,4.5,,,,,,3.8,N1,BinhDinh
BD1201913,,7.0,5.5,6.0,3.5,4.5,4.25,6.5,5.75,,,4.4,N1,BinhDinh
BD1201914,,7.4,5.0,6.75,4.75,4.5,3.5,7.5,6.75,,,5.2,N1,BinhDinh
BD1201915,,1.8,4.75,,,,1.5,5.0,7.5,,,3.2,N1,BinhDinh
BD1201916,,7.8,6.5,7.25,5.75,4.0,,,,,,6.2,N1,BinhDinh
BD1201917,,2.2,4.25,,,,2.75,5.5,7.0,,,3.2,N1,BinhDinh
BD1201918,,5.0,6.5,3.5,5.0,3.25,,,,,,4.6,N1,BinhDinh
BD1201919,,3.4,5.0,,,,4.25,7.5,6.75,,,3.6,N1,BinhDinh
BD1201920,,5.2,5.0,,,,3.25,5.75,8.75,,,2.6,N1,BinhDinh
BD1201921,,8.0,5.75,6.25,6.5,5.25,,,,,,4.4,N1,BinhDinh
BD1201922,,3.0,6.0,,,,5.0,5.5,8.75,,,4.2,N1,BinhDinh
BD1201923,,6.8,5.75,4.25,6.0,4.25,,,,,,3.8,N1,BinhDinh
BD1201924,,7.0,5.25,4.25,4.5,5.5,5.25,7.25,8.0,,,5.8,N1,BinhDinh
BD1201925,,5.0,5.5,,,,3.75,5.5,7.5,,,4.2,N1,BinhDinh
BD1201926,,5.8,4.0,3.75,4.25,5.75,,,,,,5.2,N1,BinhDinh
BD1201927,,5.8,3.5,,,,3.75,5.75,6.25,,,2.4,N1,BinhDinh
BD1201928,,6.6,5.5,6.25,5.5,5.75,4.75,7.0,7.0,,,4.6,N1,BinhDinh
BD1201929,,4.6,4.25,3.25,4.0,3.0,2.75,3.75,6.0,,,2.8,N1,BinhDinh
BD1201930,,6.0,6.5,,,,3.25,4.5,8.75,,,2.8,N1,BinhDinh
BD1201931,,3.6,4.25,3.75,3.0,2.75,3.5,4.5,5.0,,,2.2,N1,BinhDinh
BD1201932,,8.6,7.0,8.0,6.5,5.25,,,,,,9.4,N1,BinhDinh
BD1201933,,8.0,5.75,7.0,4.25,4.0,,,,,,5.6,N1,BinhDinh
BD1201934,,2.6,5.25,,,,4.0,5.5,6.5,,,2.6,N1,BinhDinh
BD1201935,,6.6,5.0,5.0,3.5,3.75,,,,,,2.6,N1,BinhDinh
BD1201936,,6.6,6.25,7.0,7.75,3.75,,,,,,6.4,N1,BinhDinh
BD1201937,,2.4,3.25,,,,4.0,4.25,9.0,,,3.0,N1,BinhDinh
BD1201938,,7.6,4.0,,,,5.0,7.0,8.0,,,9.4,N1,BinhDinh
BD1201939,,6.8,5.25,5.5,5.0,5.25,3.5,4.25,6.0,,,6.0,N1,BinhDinh
BD1201940,,6.4,6.75,4.0,4.5,6.0,4.25,8.0,9.0,,,5.6,N1,BinhDinh
BD1201941,,7.8,6.5,6.0,4.0,4.5,,,,,,4.8,N1,BinhDinh
BD1201942,,5.8,6.0,3.0,3.0,4.0,4.25,6.25,9.0,,,3.6,N1,BinhDinh
BD1201943,,5.8,5.0,,,,3.75,4.5,7.75,,,4.2,N1,BinhDinh
BD1201944,,6.6,4.75,,,,3.5,7.75,6.25,,,4.2,N1,BinhDinh
BD1201945,,3.8,2.25,,,,3.25,3.5,3.75,,,2.2,N1,BinhDinh
BD1201946,,5.4,6.25,,,,6.25,7.25,7.25,,,3.6,N1,BinhDinh
BD1201947,,8.0,4.5,7.75,6.0,5.75,,,,,,4.6,N1,BinhDinh
BD1201948,,8.0,6.25,6.75,6.5,5.25,,,,,,6.8,N1,BinhDinh
BD1201949,,6.2,5.5,3.0,4.25,3.75,3.75,6.5,7.25,,,5.6,N1,BinhDinh
BD1201950,,7.6,6.0,3.75,4.5,3.5,,,,,,3.4,N1,BinhDinh
BD1201951,,6.2,5.75,3.5,4.0,4.5,6.25,7.5,8.5,,,3.4,N1,BinhDinh
BD1201952,,4.6,5.5,,,,3.75,5.5,6.75,,,7.6,N1,BinhDinh
BD1201953,,7.8,7.0,,,,8.25,6.0,8.5,,,7.2,N1,BinhDinh
BD1201954,,6.6,7.0,6.25,6.0,4.75,,,,,,7.6,N1,BinhDinh
BD1201955,,8.2,7.0,,,,5.25,7.5,8.0,,,6.2,N1,BinhDinh
BD1201956,,6.8,4.0,,,,4.75,4.0,5.25,,,2.8,N1,BinhDinh
BD1201957,,8.2,6.75,5.75,4.0,4.25,,,,,,6.4,N1,BinhDinh
BD1201958,,6.0,6.25,,,,5.0,7.75,8.0,,,4.4,N1,BinhDinh
BD1201959,,6.4,6.5,,,,4.75,6.5,8.5,,,3.2,N1,BinhDinh
BD1201960,,5.0,5.75,3.0,3.75,2.5,,,,,,4.2,N1,BinhDinh
BD1201961,,6.6,3.5,,,,2.0,5.25,5.75,,,6.2,N1,BinhDinh
BD1201962,,6.0,4.0,,,,5.0,7.5,9.0,,,3.2,N1,BinhDinh
BD1201963,,7.0,8.0,7.0,5.5,5.5,,,,,,6.2,N1,BinhDinh
BD1201964,,6.6,6.0,,,,6.5,7.0,8.75,,,2.8,N1,BinhDinh
BD1201965,,8.4,6.75,,,,3.25,5.25,7.25,,,6.6,N1,BinhDinh
BD1201966,,5.4,5.5,,,,4.25,6.25,7.0,,,4.2,N1,BinhDinh
BD1201967,,7.0,6.0,6.75,7.0,5.0,,,,,,3.6,N1,BinhDinh
BD1201968,,5.8,6.25,,,,5.0,6.0,7.25,,,2.6,N1,BinhDinh
BD1201969,,7.4,5.75,6.25,4.5,4.5,,,,,,6.4,N1,BinhDinh
BD1201970,,7.0,4.75,6.75,6.25,5.0,,,,,,6.2,N1,BinhDinh
BD1201971,,6.0,5.0,5.25,4.75,5.25,,,,,,3.0,N1,BinhDinh
